"name","mana_cost","combined_mana_cost","card_text","power","toughness","standard","commander","type","First_keyword","Second_keyword","Third_keyword","Fourth_keyword","Fifth_keyword","layout","prints_search_uri","rarity","number_keywords","Flying","Deathtouch","Haste","Vigilance","Broad_type","sanitised_name","Sixth_keyword"
"Writhing Chrysalis","{2}{R}{G}",4,"Devoid (This card has no color.)When you cast this spell, create two 0/1 colorless Eldrazi Spawn creature tokens with ""Sacrifice this token: Add {C}.""ReachWhenever you sacrifice another Eldrazi, put a +1/+1 counter on this creature.",2,3,"not_legal","legal","Creature — Eldrazi Drone","Reach","Devoid",NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad27bebc9-348d-4b8e-816a-a4da66fb5618&unique=prints","common",2,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Writhing Chrysalis",NA
"Riddle Gate Gargoyle","{W}{U}",2,"FlyingWhen this creature enters, you get {E}{E}{E} (three energy counters).Whenever you attack, you may pay {E}{E}. When you do, target creature you control gains lifelink until end of turn.",2,2,"not_legal","legal","Artifact Creature — Gargoyle","Flying",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac5830515-9316-4b08-a990-3026ee15ffea&unique=prints","common",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Riddle Gate Gargoyle",NA
"Bladestitched Skaab","{U}{B}",2,"Other Zombies you control get +1/+0.",2,3,"not_legal","legal","Creature — Zombie Soldier",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad72b8254-3df8-431b-955a-ec2aea493e2b&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Bladestitched Skaab",NA
"Kudo, King Among Bears","{G}{W}",2,"Other creatures have base power and toughness 2/2 and are Bears in addition to their other types.",2,2,"not_legal","legal","Legendary Creature — Bear",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A070d22cf-2eed-4d04-b932-4b8339ea9b7a&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Kudo, King Among Bears",NA
"Commander's Sphere","{3}",3,"{T}: Add one mana of any color in your commander's color identity.Sacrifice this artifact: Draw a card.",NA,NA,"not_legal","legal","Artifact",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A0b67c4e2-f88b-4e01-85a1-9d5f5b8db13b&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Commanders Sphere",NA
"Leather Armor","{1}",1,"Equipped creature gets +0/+1 and has ward {1}. (Whenever equipped creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.)Equip {0}. Activate only once each turn.",NA,NA,"not_legal","legal","Artifact — Equipment","Equip",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A7a6ce270-c261-422f-845f-11c22602a274&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Leather Armor",NA
"Dungeon of the Mad Mage",NA,0,"Yawning Portal — You gain 1 life. (Leads to: Dungeon Level)Dungeon Level — Scry 1. (Leads to: Goblin Bazaar, Twisted Caverns)Goblin Bazaar — Create a Treasure token. (Leads to: Lost Level)Twisted Caverns — Target creature can't attack until your next turn. (Leads to: Lost Level)Lost Level — Scry 2. (Leads to: Runestone Caverns, Muiral's Graveyard)Runestone Caverns — Exile the top two cards of your library. You may play them. (Leads to: Deep Mines)Muiral's Graveyard — Create two 1/1 black Skeleton creature tokens. (Leads to: Deep Mines)Deep Mines — Scry 3. (Leads to: Mad Wizard's Lair)Mad Wizard's Lair — Draw three cards and reveal them. You may cast one of them without paying its mana cost.",NA,NA,"not_legal","not_legal","Dungeon","Treasure","Scry",NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A30d0398c-bf5a-4b30-936f-afdb5a109b4b&unique=prints","common",2,"Not flying","Not deathtouch","Not haste","Not vigilance","Dungeon","Dungeon of the Mad Mage",NA
"Rally the Ranks","{1}{W}",2,"As this enchantment enters, choose a creature type.Creatures you control of the chosen type get +1/+1.",NA,NA,"not_legal","legal","Enchantment",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aeeb07c8a-21d1-43fa-a5f3-ee3fe328a671&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment","Rally the Ranks",NA
"Byrke, Long Ear of the Law","{4}{G}{W}",6,"VigilanceWhen Byrke enters, put a +1/+1 counter on each of up to two target creatures.Whenever a creature you control with a +1/+1 counter on it attacks, double the number of +1/+1 counters on it.",4,4,"legal","legal","Legendary Creature — Rabbit Soldier","Vigilance",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ae9c6e4e6-0c3f-4048-93e6-161a1221ea36&unique=prints","mythic",1,"Not flying","Not deathtouch","Not haste","Vigilance","Creature","Byrke, Long Ear of the Law",NA
"Fecund Greenshell","{3}{G}{G}",5,"ReachAs long as you control ten or more lands, creatures you control get +2/+2.Whenever this creature or another creature you control with toughness greater than its power enters, look at the top card of your library. If it's a land card, you may put it onto the battlefield tapped. Otherwise, put it into your hand.",4,6,"legal","legal","Creature — Elemental Turtle","Reach",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa090be5a-b0f2-4c17-8f7d-e742f9de8f6b&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Fecund Greenshell",NA
"Finneas, Ace Archer","{G}{W}",2,"Vigilance, reachWhenever Finneas attacks, put a +1/+1 counter on each other creature you control that's a token or a Rabbit. Then if creatures you control have total power 10 or greater, draw a card.",2,2,"legal","legal","Legendary Creature — Rabbit Archer","Reach","Vigilance",NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A69924636-138e-4baa-a378-0fd7df5b847d&unique=prints","rare",2,"Not flying","Not deathtouch","Not haste","Vigilance","Creature","Finneas, Ace Archer",NA
"Serra Redeemer","{3}{W}{W}",5,"FlyingWhenever another creature you control with power 2 or less enters, put two +1/+1 counters on that creature.",2,4,"legal","legal","Creature — Angel Soldier","Flying",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A39bb051f-1ca7-4d9b-b33b-7f559f816e3e&unique=prints","rare",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Serra Redeemer",NA
"Burrowguard Mentor","{G}{W}",2,"TrampleBurrowguard Mentor's power and toughness are each equal to the number of creatures you control.",NA,NA,"legal","legal","Creature — Rabbit Soldier","Trample",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Af293da27-e42d-4e87-8b61-d3c27e4c6d71&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Burrowguard Mentor",NA
"Clifftop Lookout","{2}{G}",3,"ReachWhen this creature enters, reveal cards from the top of your library until you reveal a land card. Put that card onto the battlefield tapped and the rest on the bottom of your library in a random order.",1,2,"legal","legal","Creature — Frog Scout","Reach",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A446db5a4-21b0-44c1-b12b-d365313dd67a&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Clifftop Lookout",NA
"Druid of the Spade","{2}{G}",3,"As long as you control a token, this creature gets +2/+0 and has trample.",2,3,"legal","legal","Creature — Rabbit Druid",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A9740ce6d-ef6b-4d70-839a-8bd5e0e1e0a1&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Druid of the Spade",NA
"Pileated Provisioner","{4}{W}",5,"FlyingWhen this creature enters, put a +1/+1 counter on target creature you control without flying.",3,4,"legal","legal","Creature — Bird Scout","Flying",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A0534e20d-8352-4d9f-a617-378070602673&unique=prints","common",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Pileated Provisioner",NA
"Treeguard Duo","{3}{G}",4,"When this creature enters, until end of turn, target creature you control gains vigilance and gets +X/+X, where X is the number of creatures you control.",3,4,"legal","legal","Creature — Frog Rabbit",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad7dfb4d5-8510-4904-abb7-834ec65d9bf3&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Treeguard Duo",NA
"Warren Elder","{1}{W}",2,"{3}{W}: Creatures you control get +1/+1 until end of turn.",2,2,"legal","legal","Creature — Rabbit Cleric",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A33fcb05b-246d-4b82-8b0f-44d5f891b612&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Warren Elder",NA
"Rabbit Response","{2}{W}{W}",4,"Creatures you control get +2/+1 until end of turn. If you control a Rabbit, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)",NA,NA,"legal","legal","Instant","Scry",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A9f7abd7d-1087-495c-8a52-2a2368cc1032&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Rabbit Response",NA
"Repel Calamity","{1}{W}",2,"Destroy target creature with power or toughness 4 or greater.",NA,NA,"legal","legal","Instant",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aba58f508-8036-496c-8a2f-c1e410165e93&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Repel Calamity",NA
"Hop to It","{2}{W}",3,"Create three 1/1 white Rabbit creature tokens.",NA,NA,"legal","legal","Sorcery",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ae8a9350a-07c1-47ed-8c4f-88e4b3b17545&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Hop to It",NA
"Rabid Bite","{1}{G}",2,"Target creature you control deals damage equal to its power to target creature you don't control.",NA,NA,"legal","legal","Sorcery",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A6d5dc34b-3eea-4b77-8db7-94bc30b14c4c&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Rabid Bite",NA
"Carrot Cake","{1}{W}",2,"When this artifact enters and when you sacrifice it, create a 1/1 white Rabbit creature token and scry 1. (Look at the top card of your library. You may put that card on the bottom.){2}, {T}, Sacrifice this artifact: You gain 3 life.",NA,NA,"legal","legal","Artifact — Food","Scry",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A5fe3aabd-3271-41bf-ae50-f6efaba7c4ae&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Carrot Cake",NA
"Colossification","{5}{G}{G}",7,"Enchant creatureWhen this Aura enters, tap enchanted creature.Enchanted creature gets +20/+20.",NA,NA,"legal","legal","Enchantment — Aura","Enchant",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A05c5ee65-651b-4bfb-b57f-305026507135&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment","Colossification",NA
"Blossoming Sands",NA,0,"This land enters tapped.When this land enters, you gain 1 life.{T}: Add {G} or {W}.",NA,NA,"legal","legal","Land",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A45429b2c-be3b-4b2e-9bab-a059ccbda8cd&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Blossoming Sands",NA
"Bria, Riptide Rogue","{2}{U}{R}",4,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)Other creatures you control have prowess. (If a creature has multiple instances of prowess, each triggers separately.)Whenever you cast a noncreature spell, target creature you control can't be blocked this turn.",3,3,"legal","legal","Legendary Creature — Otter Rogue","Prowess",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad627996b-cbcd-4162-bd13-9ab286de64d1&unique=prints","mythic",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Bria, Riptide Rogue",NA
"Mockingbird","{X}{U}",1,"FlyingYou may have this creature enter as a copy of any creature on the battlefield with mana value less than or equal to the amount of mana spent to cast this creature, except it's a Bird in addition to its other types and it has flying.",1,1,"legal","legal","Creature — Bird Bard","Flying",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ab9df2cdf-397c-458d-89cf-911568737ffa&unique=prints","rare",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Mockingbird",NA
"Alania, Divergent Storm","{3}{U}{R}",5,"Whenever you cast a spell, if it's the first instant spell, the first sorcery spell, or the first Otter spell other than Alania you've cast this turn, you may have target opponent draw a card. If you do, copy that spell. You may choose new targets for the copy.",3,5,"legal","legal","Legendary Creature — Otter Wizard",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A63d50d5e-56de-44c4-b906-b2a21a56e3f3&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Alania, Divergent Storm",NA
"Coruscation Mage","{1}{R}",2,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)Whenever you cast a noncreature spell, this creature deals 1 damage to each opponent.",2,2,"legal","legal","Creature — Otter Wizard","Offspring",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A88bb91b5-2ccd-4ce9-8cd4-e54d63c12abf&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Coruscation Mage",NA
"Quaketusk Boar","{3}{R}{R}",5,"Reach, trample, haste",5,5,"legal","legal","Creature — Elemental Boar","Reach","Haste","Trample",NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A6fbaa853-48d4-4a3b-b22d-27415cc266d7&unique=prints","uncommon",3,"Not flying","Not deathtouch","Haste","Not vigilance","Creature","Quaketusk Boar",NA
"Alania's Pathmaker","{3}{R}",4,"When this creature enters, exile the top card of your library. Until the end of your next turn, you may play that card.",4,2,"legal","legal","Creature — Otter Wizard",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ace36a450-68a6-4519-a9f0-0e3b772054eb&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Alanias Pathmaker",NA
"Bellowing Crier","{1}{U}",2,"When this creature enters, draw a card, then discard a card.",2,1,"legal","legal","Creature — Frog Advisor",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Af2f3be8a-5ea1-47c2-8104-747f4589f5e6&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Bellowing Crier",NA
"Thieving Otter","{2}{U}",3,"Whenever this creature deals damage to an opponent, draw a card.",2,2,"legal","legal","Creature — Otter",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A5dee663f-9e2e-4503-8086-fc51664fdf29&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Thieving Otter",NA
"Waterspout Warden","{2}{U}",3,"Whenever this creature attacks, if another creature entered the battlefield under your control this turn, this creature gains flying until end of turn.",3,2,"legal","legal","Creature — Frog Soldier",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A5e11386f-4667-47f7-b280-eabd927e4a46&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Waterspout Warden",NA
